Title,Distibutor,Gross,Max Theaters,Opening Weekend,Opening Theaters,Year,Weekend #,Multiplier,Box Office Mojo URL,RT Rating,Mojo Genre,Mojo MPAA,Mojo Budget,Director,Producer,Composer
Bridesmaids,Uni.,169106725,2958,26247410,2918,2011,19,6.44,http://www.boxofficemojo.com/movies/?id=wiigapatow.htm,90,Comedy,R,32.5,Paul Feig,Judd Apatow,?
Quantum of Solace,Sony,168368427,3501,67528882,3451,2008,46,2.49,http://www.boxofficemojo.com/movies/?id=jamesbond22.htm,65,Action,PG-13,200,Marc Forster,Barbara Broccoli,David Arnold
Wild Hogs,BV,168273550,3401,39699023,3287,2007,9,4.24,http://www.boxofficemojo.com/movies/?id=wildhogs.htm,14,Comedy,PG-13,?,Walter Becker,Brian Robbins,Teddy Castellucci
Gone Girl,Fox,167767189,3284,37513109,3014,2014,40,4.47,http://www.boxofficemojo.com/movies/?id=gonegirl.htm,88,Thriller,R,61,David Fincher,Cean Chaffin,Trent Reznor
Fifty Shades of Grey,Uni.,166167230,3655,85171450,3646,2015,7,1.95,http://www.boxofficemojo.com/movies/?id=fiftyshadesofgrey.htm,25,Romance,R,40,Sam Taylor,Dana Brunetti,Danny Elfman
2012,Sony,166112167,3444,65237614,3404,2009,46,2.55,http://www.boxofficemojo.com/movies/?id=2012.htm,39,Action Drama,PG-13,200,Roland Emmerich,Larry J. Franco,Harald Kloser
Kung Fu Panda 2,P/DW,165249063,3952,47656302,3925,2011,21,3.47,http://www.boxofficemojo.com/movies/?id=kungfupanda2.htm,81,Animation,PG,150,Jennifer Yuh Nelson,?,John Powell
The Proposal,BV,163958031,3158,33627598,3056,2009,25,4.88,http://www.boxofficemojo.com/movies/?id=proposal.htm,44,Romantic Comedy,PG-13,40,Anne Fletcher,?,Aaron Zigman
Clash of the Titans (2010),WB,163214888,3802,61235105,3777,2010,14,2.67,http://www.boxofficemojo.com/movies/?id=clashofthetitans10.htm,28,Fantasy,PG-13,125,Louis Leterrier,Jon Jashni,Ramin Djawadi
The SpongeBob Movie: Sponge Out of Water,Par.,162994032,3680,55365012,3641,2015,6,2.94,http://www.boxofficemojo.com/movies/?id=spongebob2.htm,80,Animation,PG,74,Mike Mitchell,Mary Parent,John Debney
Django Unchained,Wein.,162805434,3012,30122888,3010,2012,52,5.4,http://www.boxofficemojo.com/movies/?id=djangounchained.htm,88,Western,R,100,Quentin Tarantino,Michael Shamberg,?
Jason Bourne,Uni.,162434410,4039,59215365,4026,2016,31,2.74,http://www.boxofficemojo.com/movies/?id=bourne5.htm,56,Action,PG-13,120,Paul Greengrass,Matt Damon,David Buckley
Grown Ups,Sony,162001186,3534,40506562,3534,2010,26,4,http://www.boxofficemojo.com/movies/?id=grownups.htm,10,Comedy,PG-13,80,Dennis Dugan,Jack Giarraputo,?
Ice Age: Continental Drift,Fox,161321843,3886,46629259,3881,2012,28,3.46,http://www.boxofficemojo.com/movies/?id=iceage4.htm,37,Animation,PG,95,?,John C. Donkin,John Powell
Straight Outta Compton,Uni.,161197785,3142,60200180,2757,2015,33,2.68,http://www.boxofficemojo.com/movies/?id=straightouttacompton.htm,87,Drama,R,28,F. Gary Gray,Matt Alvarez,?
The Heat,Fox,159582188,3184,39115043,3181,2013,26,4.08,http://www.boxofficemojo.com/movies/?id=bullockmccarthy.htm,65,Comedy,R,43,Paul Feig,Peter Chernin,?
Star Trek Beyond,Par.,158848340,3928,59253211,3928,2016,30,2.68,http://www.boxofficemojo.com/movies/?id=startrek2016.htm,84,Sci-Fi Adventure,PG-13,185,Justin Lin,J.J. Abrams,Michael Giacchino
X-Men: Apocalypse,Fox,155442489,4153,65769562,4150,2016,22,2.36,http://www.boxofficemojo.com/movies/?id=x-men2016.htm,48,Action,PG-13,178,Bryan Singer,Lauren Schuler Donner,?
Snow White and the Huntsman,Uni.,155332381,3777,56217700,3773,2012,22,2.76,http://www.boxofficemojo.com/movies/?id=snowwhiteandthehuntsman.htm,49,Adventure,PG-13,170,Rupert Sanders,Sam Mercer,James Newton Howard
San Andreas,WB (NL),155190832,3812,54588173,3777,2015,22,2.84,http://www.boxofficemojo.com/movies/?id=sanandreas.htm,48,Action,PG-13,110,Brad Peyton,Beau Flynn,Andrew Lockington
Fast and Furious,Uni.,155064265,3674,70950500,3461,2009,14,2.19,http://www.boxofficemojo.com/movies/?id=fastandthefurious4.htm,28,Action,PG-13,85,Justin Lin,Vin Diesel,Brian Tyler
Dr. Seuss' Horton Hears a Who!,Fox,154529439,3961,45012998,3954,2008,11,3.43,http://www.boxofficemojo.com/movies/?id=hortonhearsawho.htm,79,Animation,G,85,Jimmy Hayward,Bruce Anderson,John Powell
Mad Max: Fury Road,WB,153636354,3722,45428128,3702,2015,20,3.38,http://www.boxofficemojo.com/movies/?id=furyroad.htm,97,Sci-Fi Action,R,150,George Miller,George Miller,Junkie XL
Trolls,Fox,153542552,4066,46581142,4060,2016,45,3.3,http://www.boxofficemojo.com/movies/?id=trolls.htm,74,Animation,PG,125,Mike Mitchell,?,Christophe Beck
Sex and the City,WB (NL),152647258,3325,57038404,3285,2008,22,2.68,http://www.boxofficemojo.com/movies/?id=sexandthecity.htm,49,Romantic Comedy,R,65,Michael Patrick King,Michael Patrick King,Aaron Zigman
Divergent,LG/S,150947895,3936,54607747,3936,2014,12,2.76,http://www.boxofficemojo.com/movies/?id=divergent.htm,41,Action,PG-13,85,Neil Burger,Lucy Fisher,Junkie XL
We're the Millers,WB (NL),150394119,3445,26419396,3260,2013,32,5.69,http://www.boxofficemojo.com/movies/?id=werethemillers.htm,47,Comedy,R,37,Rawson Marshall Thurber,Chris Bender,Ludwig Goransson
Daddy's Home,Par.,150357137,3483,38740203,3271,2015,52,3.88,http://www.boxofficemojo.com/movies/?id=daddyshome.htm,31,Comedy,PG-13,?,Sean Anders,Sean Anders,?
G.I. Joe: The Rise of Cobra,Par.,150201498,4007,54713046,4007,2009,32,2.75,http://www.boxofficemojo.com/movies/?id=gijoe.htm,35,Action,PG-13,175,Stephen Sommers,Gary Barber,Alan Silvestri
Neighbors,Uni.,150157400,3311,49033915,3279,2014,19,3.06,http://www.boxofficemojo.com/movies/?id=townies.htm,73,Comedy,R,18,Nick Stoller,Andrew J. Cohen,?
American Hustle,Sony,150117807,2629,740455,6,2013,51,202.74,http://www.boxofficemojo.com/movies/?id=davido2013.htm,93,Drama,R,40,David O. Russell,Bradley Cooper,Danny Elfman
Puss in Boots,P/DW,149260504,3963,34077439,3952,2011,43,4.38,http://www.boxofficemojo.com/movies/?id=pussinboots12.htm,84,Animation,PG,130,Chris Miller,Andrew Adamson,Henry Jackman
Les Miserables (2012),Uni.,148809770,2927,27281735,2814,2012,52,5.45,http://www.boxofficemojo.com/movies/?id=lesmiserables2012.htm,69,Musical,PG-13,61,Tom Hooper,Tim Bevan,?
Knocked Up,Uni.,148768917,2975,30690990,2871,2007,22,4.85,http://www.boxofficemojo.com/movies/?id=knockedup.htm,90,Romantic Comedy,R,30,Judd Apatow,Judd Apatow,?
La La Land,LG/S,148445589,3236,881104,5,2016,52,168.48,http://www.boxofficemojo.com/movies/?id=lalaland.htm,93,Musical,PG-13,30,Damien Chazelle,Marc Platt,?
Little Fockers,Uni.,148438600,3675,30833665,3536,2010,52,4.81,http://www.boxofficemojo.com/movies/?id=meetthefockerssequel.htm,10,Comedy,PG-13,100,Paul Weitz,Ryan Kavanaugh,Stephen Trask
Megamind,P/DW,148415853,3949,46016833,3944,2010,45,3.23,http://www.boxofficemojo.com/movies/?id=mastermind.htm,73,Animation,PG,130,Tom McGrath,Lara Breay,Lorne Balfe
Hotel Transylvania,Sony,148313048,3375,42522194,3349,2012,39,3.49,http://www.boxofficemojo.com/movies/?id=hoteltransylvania.htm,45,Animation,PG,85,Genndy Tartakovsky,Michelle Murdocca,Mark Mothersbaugh
Gran Torino,WB,148095302,3045,271720,6,2009,2,545.03,http://www.boxofficemojo.com/movies/?id=grantorino.htm,79,Action Drama,R,33,Clint Eastwood,Bill Gerber,Clint Eastwood
X-Men: First Class,Fox,146408305,3692,55101604,3641,2011,22,2.66,http://www.boxofficemojo.com/movies/?id=xmenfirstclass.htm,86,Action,PG-13,160,Matthew Vaughn,Simon Kinberg,Henry Jackman
Paul Blart: Mall Cop,Sony,146336178,3206,31832636,3144,2009,3,4.6,http://www.boxofficemojo.com/movies/?id=mallcop.htm,33,Comedy,PG,26,Steve Carr,Todd Garner,?
Taken,Fox,145000989,3184,24717037,3183,2009,5,5.87,http://www.boxofficemojo.com/movies/?id=taken.htm,58,Action,PG-13,25,Pierre Morel,Luc Besson,?
The Great Gatsby (2013),WB,144840419,3550,50085185,3535,2013,19,2.89,http://www.boxofficemojo.com/movies/?id=greatgatsby2012.htm,48,Drama,PG-13,105,Baz Luhrmann,Douglas Wick,?
Mamma Mia!,Uni.,144130063,3194,27751240,2976,2008,29,5.19,http://www.boxofficemojo.com/movies/?id=mammamia.htm,54,Musical,PG-13,52,?,Gary Goetzman,?
Rio,Fox,143619809,3842,39225962,3826,2011,15,3.66,http://www.boxofficemojo.com/movies/?id=rio.htm,72,Animation,G,90,Carlos Saldanha,Bruce Anderson,John Powell
Kung Fu Panda 3,Fox,143528619,3987,41282042,3955,2016,5,3.48,http://www.boxofficemojo.com/movies/?id=kungfupanda3.htm,87,Animation,PG,?,Alessandro Carloni,?,Hans Zimmer
Juno,FoxS,143495265,2534,413869,7,2007,52,346.72,http://www.boxofficemojo.com/movies/?id=juno.htm,94,Comedy,PG-13,7.5,Jason Reitman,Daniel Dubiecki,?
Marley and Me,Fox,143153751,3505,36357586,3480,2008,52,3.94,http://www.boxofficemojo.com/movies/?id=marleyandme.htm,63,Comedy,PG,?,David Frankel,Arnon Milchan,Theodore Shapiro
The Smurfs,Sony,142614158,3427,35611637,3395,2011,30,4,http://www.boxofficemojo.com/movies/?id=smurfs.htm,22,Family Comedy,PG,110,Raja Gosnell,Jordan Kerner,Heitor Pereira
The Chronicles of Narnia: Prince Caspian,BV,141621490,3929,55034805,3929,2008,20,2.57,http://www.boxofficemojo.com/movies/?id=narnia2.htm,67,Fantasy,PG,225,Andrew Adamson,Mark Johnson,Harry Gregson
Slumdog Millionaire,FoxS,141319928,2943,360018,10,2008,52,392.54,http://www.boxofficemojo.com/movies/?id=slumdogmillionaire.htm,92,Drama,R,15,Danny Boyle,?,A.R. Rahman
Rush Hour 3,NL,140125968,3778,49100158,3778,2007,32,2.85,http://www.boxofficemojo.com/movies/?id=rushhour3.htm,18,Action Comedy,PG-13,140,Brett Ratner,Roger Birnbaum,?
Taken 2,Fox,139854287,3706,49514769,3661,2012,40,2.82,http://www.boxofficemojo.com/movies/?id=taken2.htm,21,Action,PG-13,45,Olivier Megaton,Luc Besson,?
21 Jump Street,Sony,138447667,3148,36302612,3121,2012,11,3.81,http://www.boxofficemojo.com/movies/?id=21jumpstreet.htm,85,Action Comedy,R,42,Phil Lord,Jonah Hill,Mark Mothersbaugh
A Christmas Carol (2009),BV,137855863,3683,30051075,3683,2009,45,4.59,http://www.boxofficemojo.com/movies/?id=christmascarol09.htm,54,Animation,PG,200,Robert Zemeckis,?,Alan Silvestri
The Conjuring,WB (NL),137400141,3115,41855326,2903,2013,29,3.28,http://www.boxofficemojo.com/movies/?id=conjuring.htm,86,Horror,R,20,James Wan,Rob Cowan,Joseph Bishara
Argo,WB,136025503,3247,19458109,3232,2012,41,6.99,http://www.boxofficemojo.com/movies/?id=argo.htm,96,Drama,R,44.5,Ben Affleck,Ben Affleck,Alexandre Desplat
The King's Speech,Wein.,135453143,2584,355450,4,2010,52,381.08,http://www.boxofficemojo.com/movies/?id=kingsspeech.htm,95,Historical Drama,R,15,Tom Hooper,Iain Canning,Alexandre Desplat
Ride Along,Uni.,134938200,2867,41516170,2663,2014,3,3.25,http://www.boxofficemojo.com/movies/?id=ridealong.htm,19,Comedy,PG-13,25,Tim Story,Matt Alvarez,Christopher Lennertz
The Incredible Hulk,Uni.,134806913,3508,55414050,3505,2008,24,2.43,http://www.boxofficemojo.com/movies/?id=incrediblehulk.htm,67,Action,PG-13,150,Louis Leterrier,Avi Arad,Craig Armstrong
Live Free or Die Hard,Fox,134529403,3411,33369559,3408,2007,26,4.03,http://www.boxofficemojo.com/movies/?id=diehard4.htm,82,Action,PG-13,110,Len Wiseman,?,Marco Beltrami
Wanted,Uni.,134508551,3185,50927085,3175,2008,26,2.64,http://www.boxofficemojo.com/movies/?id=wanted.htm,72,Action,R,75,Timur Bekmambetov,Gary Barber,Danny Elfman
Identity Thief,Uni.,134506920,3230,34551025,3141,2013,6,3.89,http://www.boxofficemojo.com/movies/?id=identitythief.htm,19,Comedy,R,35,Seth Gordon,Pamela Abdy,Christopher Lennertz
Grown Ups 2,Sony,133668525,3491,41508572,3491,2013,28,3.22,http://www.boxofficemojo.com/movies/?id=grownups2.htm,7,Comedy,PG-13,80,Dennis Dugan,Jack Giarraputo,?
Angels & Demons,Sony,133375846,3527,46204168,3527,2009,20,2.89,http://www.boxofficemojo.com/movies/?id=angelsanddemons.htm,37,Thriller,PG-13,150,Ron Howard,Brian Grazer,Hans Zimmer
Alvin and the Chipmunks: Chipwrecked,Fox,133110742,3734,23244744,3723,2011,50,5.73,http://www.boxofficemojo.com/movies/?id=alvin3d.htm,12,Family Comedy,G,75,Mike Mitchell,Arnon Milchan,Mark Mothersbaugh
The Wolverine,Fox,132556852,3924,53113752,3924,2013,30,2.5,http://www.boxofficemojo.com/movies/?id=wolverine2.htm,69,Action,PG-13,120,James Mangold,Lauren Schuler Donner,Marco Beltrami
Silver Linings Playbook,Wein.,132092958,2809,443003,16,2012,52,298.18,http://www.boxofficemojo.com/movies/?id=silverliningsplaybook.htm,92,Comedy,R,21,David O. Russell,?,?
Fantastic Four: Rise of the Silver Surfer,Fox,131921738,3963,58051684,3959,2007,24,2.27,http://www.boxofficemojo.com/movies/?id=fantasticfour2.htm,37,Action,PG,130,Tim Story,Avi Arad,John Ottman
The Last Airbender,Par.,131772187,3203,40325019,3169,2010,27,3.27,http://www.boxofficemojo.com/movies/?id=lastairbender.htm,6,Fantasy,PG,150,M. Night Shyamalan,Scott Aversano,James Newton Howard
Rio 2,Fox,131538435,3975,39327869,3948,2014,15,3.34,http://www.boxofficemojo.com/movies/?id=rio2.htm,46,Animation,G,103,Carlos Saldanha,Bruce Anderson,John Powell
Get Smart,WB,130319208,3915,38683480,3911,2008,25,3.37,http://www.boxofficemojo.com/movies/?id=getsmart.htm,51,Action Comedy,PG-13,80,Peter Segal,Dana Goldberg,Trevor Rabin
The Divergent Series: Insurgent,LG/S,130179072,3875,52263680,3875,2015,12,2.49,http://www.boxofficemojo.com/movies/?id=insurgent.htm,28,Action,PG-13,110,Robert Schwentke,Neil Burger,?
The Peanuts Movie,Fox,130178411,3902,44213073,3897,2015,45,2.94,http://www.boxofficemojo.com/movies/?id=peanuts2015.htm,87,Animation,G,99,?,?,Christophe Beck
American Gangster,Uni.,130164645,3110,43565135,3054,2007,44,2.99,http://www.boxofficemojo.com/movies/?id=americangangster.htm,80,Crime Drama,R,100,Ridley Scott,Brian Grazer,Marc Streitenfeld
Ghostbusters (2016),Sony,128350574,3963,46018755,3963,2016,29,2.79,http://www.boxofficemojo.com/movies/?id=ghostbusters2016.htm,73,Horror Comedy,PG-13,144,Paul Feig,Ivan Reitman,?
Kingsman: The Secret Service,Fox,128261724,3282,36206331,3204,2015,7,3.54,http://www.boxofficemojo.com/movies/?id=secretservice.htm,74,Action,R,81,Matthew Vaughn,Matthew Vaughn,Henry Jackman
Shutter Island,Par.,128012934,3356,41062440,2991,2010,8,3.12,http://www.boxofficemojo.com/movies/?id=shutterisland.htm,68,Period Drama,R,80,Martin Scorsese,Brad Fischer,?
Into the Woods,BV,128002372,2833,31051923,2440,2014,52,4.12,http://www.boxofficemojo.com/movies/?id=intothewoods.htm,71,Musical,PG,50,Rob Marshall,John DeLuca,?
Enchanted,BV,127807262,3730,34440317,3730,2007,47,3.71,http://www.boxofficemojo.com/movies/?id=enchanted.htm,93,Family Adventure,PG,85,?,Barry Sonnenfeld,Alan Menken
The Curious Case of Benjamin Button,Par.,127509326,2988,26853816,2988,2008,52,4.75,http://www.boxofficemojo.com/movies/?id=curiouscaseofbenjaminbutton.htm,72,Fantasy Drama,PG-13,150,David Fincher,Cean Chaffin,Alexandre Desplat
Central Intelligence,WB (NL),127440871,3508,35535250,3508,2016,25,3.59,http://www.boxofficemojo.com/movies/?id=centralintelligence.htm,69,Comedy,PG-13,50,Rawson Marshall Thurber,Scott Stuber,?
Super 8,Par.,127004179,3424,35451168,3379,2011,23,3.58,http://www.boxofficemojo.com/movies/?id=super8.htm,82,Sci-Fi,PG-13,50,J.J. Abrams,J.J. Abrams,Michael Giacchino
Lucy,Uni.,126663600,3202,43899340,3173,2014,30,2.89,http://www.boxofficemojo.com/movies/?id=lucy.htm,67,Sci-Fi Action,R,40,Luc Besson,Virginie Silla,?
The Legend of Tarzan,WB,126643061,3591,38527856,3561,2016,27,3.29,http://www.boxofficemojo.com/movies/?id=tarzan2016.htm,36,Action,PG-13,180,David Yates,?,Rupert Gregson
Bee Movie,P/DW,126631277,3984,38021044,3928,2007,44,3.33,http://www.boxofficemojo.com/movies/?id=beemovie.htm,51,Animation,PG,150,Simon J. Smith,?,?
Prometheus,Fox,126477084,3442,51050101,3396,2012,23,2.48,http://www.boxofficemojo.com/movies/?id=prometheus.htm,72,Sci-Fi Action,R,130,Ridley Scott,Damon Lindelof,Marc Streitenfeld
Safe House,Uni.,126373434,3121,40172720,3119,2012,7,3.15,http://www.boxofficemojo.com/movies/?id=safehouse.htm,53,Action Thriller,R,85,Daniel Espinosa,Scott Aversano,Ramin Djawadi
Terminator Salvation,WB,125322469,3602,42558390,3530,2009,21,2.94,http://www.boxofficemojo.com/movies/?id=terminatorsalvation.htm,33,Sci-Fi Action,PG-13,200,McG,Dan Lin,Danny Elfman
Anchorman 2: The Legend Continues,Par.,125168368,3507,26232425,3507,2013,51,4.77,http://www.boxofficemojo.com/movies/?id=anchorman2.htm,75,Comedy,PG-13,50,Adam McKay,Judd Apatow,?
Lone Survivor,Uni.,125095601,3285,90872,2,2014,2,1376.61,http://www.boxofficemojo.com/movies/?id=lonesurvivor.htm,75,Action Drama,R,40,Peter Berg,Randall Emmett,?
Sully,WB,125070033,3955,35028301,3525,2016,37,3.57,http://www.boxofficemojo.com/movies/?id=sully.htm,85,Drama,PG-13,60,Clint Eastwood,?,?
The Vow,SGem,125014030,3038,41202458,2958,2012,7,3.03,http://www.boxofficemojo.com/movies/?id=vow.htm,29,Drama,PG-13,30,Michael Sucsy,Gary Barber,Michael Brook
Life of Pi,Fox,124987023,2946,22451514,2927,2012,47,5.57,http://www.boxofficemojo.com/movies/?id=lifeofpi.htm,87,Adventure,PG,120,Ang Lee,Ang Lee,Mychael Danna
The Fault in our Stars,Fox,124872350,3340,48002523,3173,2014,23,2.6,http://www.boxofficemojo.com/movies/?id=faultinourstars.htm,81,Drama,PG-13,12,Josh Boone,Marty Bowen,?
Cloudy with a Chance of Meatballs,Sony,124870275,3119,30304648,3119,2009,38,4.12,http://www.boxofficemojo.com/movies/?id=cloudywithachanceofmeatballs.htm,87,Animation,PG,100,Phil Lord,?,Mark Mothersbaugh
Rango,Par.,123477607,3923,38079323,3917,2011,9,3.24,http://www.boxofficemojo.com/movies/?id=rango.htm,87,Animation,PG,135,Gore Verbinski,Tim Headington,Hans Zimmer
The Good Dinosaur,BV,123087120,3749,39155217,3749,2015,48,3.14,http://www.boxofficemojo.com/movies/?id=pixar2013.htm,76,Animation,PG,?,Peter Sohn,?,Jeff Danna
G.I. Joe: Retaliation,Par.,122523060,3734,40501814,3719,2013,13,3.03,http://www.boxofficemojo.com/movies/?id=gijoe2.htm,29,Action,PG-13,130,Jon Chu,Gary Barber,Henry Jackman
Superbad,Sony,121463226,3069,33052411,2948,2007,33,3.67,http://www.boxofficemojo.com/movies/?id=superbad.htm,88,Comedy,R,20,Greg Mottola,Judd Apatow,Lyle Workman
Inglourious Basterds,Wein.,120540719,3358,38054676,3165,2009,34,3.17,http://www.boxofficemojo.com/movies/?id=inglouriousbasterds.htm,89,War,R,70,Quentin Tarantino,Lawrence Bender,?
Four Christmases,WB (NL),120146040,3540,31069826,3310,2008,48,3.87,http://www.boxofficemojo.com/movies/?id=fourchristmases.htm,25,Comedy,PG-13,80,Seth Gordon,Gary Barber,Alex Wurman
I Now Pronounce You Chuck and Larry,Uni.,120059556,3501,34233750,3495,2007,29,3.51,http://www.boxofficemojo.com/movies/?id=chuckandlarry.htm,14,Comedy,PG-13,85,Dennis Dugan,Michael Bostick,?
Cloudy with a Chance of Meatballs 2,Sony,119793567,4001,34017930,4001,2013,39,3.52,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,70,Animation,PG,78,?,?,Mark Mothersbaugh
G-Force,BV,119436770,3697,31706934,3697,2009,30,3.77,http://www.boxofficemojo.com/movies/?id=g-force.htm,22,Family Adventure,PG,150,?,Jerry Bruckheimer,Trevor Rabin
The Other Guys,Sony,119219978,3651,35543162,3651,2010,32,3.35,http://www.boxofficemojo.com/movies/?id=ferrellwahlberg2010.htm,78,Action Comedy,PG-13,100,Adam McKay,Patrick Crowley,?
Hairspray (2007),NL,118871849,3121,27476745,3121,2007,29,4.33,http://www.boxofficemojo.com/movies/?id=hairspray07.htm,91,Musical,PG,?,Adam Shankman,Jennifer Gibgot,Marc Shaiman
Blades of Glory,P/DW,118594548,3467,33014202,3372,2007,13,3.59,http://www.boxofficemojo.com/movies/?id=bladesofglory.htm,69,Sports Comedy,PG-13,61,Josh Gordon,John Jacobs,Theodore Shapiro
Salt,Sony,118311368,3612,36011243,3612,2010,30,3.29,http://www.boxofficemojo.com/movies/?id=salt10.htm,62,Action Thriller,PG-13,110,Phillip Noyce,Lorenzo di Bonaventura,James Newton Howard
Now You See Me,LG/S,117723989,3082,29350389,2925,2013,22,4.01,http://www.boxofficemojo.com/movies/?id=nowyouseeme.htm,49,Thriller,PG-13,75,Louis Leterrier,Bobby Cohen,Brian Tyler
Horrible Bosses,WB (NL),117538559,3134,28302165,3040,2011,27,4.15,http://www.boxofficemojo.com/movies/?id=horriblebosses.htm,68,Comedy,R,35,Seth Gordon,Brett Ratner,Christopher Lennertz
Jackass 3-D,Par.,117229692,3139,50353641,3081,2010,42,2.33,http://www.boxofficemojo.com/movies/?id=jackass3d.htm,64,Comedy,R,20,Jeff Tremaine,Spike Jonze,?
Ocean's Thirteen,WB,117154724,3565,36133403,3565,2007,23,3.24,http://www.boxofficemojo.com/movies/?id=oceans13.htm,70,Crime Comedy,PG-13,?,Steven Soderbergh,Gregory Jacobs,David Holmes
The Wolf of Wall Street,Par.,116900694,2557,18361578,2537,2013,52,6.37,http://www.boxofficemojo.com/movies/?id=wolfofwallstreet.htm,77,Drama,R,100,Martin Scorsese,Riza Aziz,Howard Shore
Lee Daniels' The Butler,Wein.,116632095,3330,24637312,2933,2013,33,4.73,http://www.boxofficemojo.com/movies/?id=butler.htm,71,Drama,PG-13,30,Lee Daniels,Lee Daniels,?
Green Lantern,WB,116601172,3816,53174303,3816,2011,24,2.19,http://www.boxofficemojo.com/movies/?id=greenlantern.htm,26,Action,PG-13,200,Martin Campbell,Greg Berlanti,James Newton Howard
